Date1 Month,Date1 Day,Date1 Year,Date2 Month,Date2 Day,Date2 Year,Years Apart,Days Apart
3,15,1971,11,24,2026,55,268
8,7,1999,9,24,2026,27,55
3,15,1926,1,22,2026,99,338
5,19,2005,6,25,2025,20,42
4,8,1966,3,4,2025,58,345
8,31,2012,4,29,2026,13,244
4,10,1982,1,21,2025,42,297
2,20,1962,6,10,2026,64,126
8,18,1979,10,15,2026,47,70
12,23,1925,4,8,2026,100,131
4,29,2007,10,1,2025,18,160
2,10,2010,1,12,2026,15,340
6,4,1938,1,19,2026,87,251
2,28,1937,2,28,2025,88,22
2,5,1961,12,20,2025,64,334
9,26,2018,9,24,2026,8,0
4,26,1912,11,1,2026,114,217
3,16,2011,12,28,2025,14,291
7,29,2022,5,21,2025,2,297
8,17,1968,6,13,2026,57,314
3,5,1930,10,27,2025,95,260
3,13,1944,4,28,2026,82,66
6,29,1969,10,9,2026,57,116
10,17,1970,4,14,2025,54,193
10,23,1972,3,21,2026,53,162
3,26,2024,2,23,2025,0,334
1,13,2018,2,9,2025,7,29
1,27,1948,5,16,2026,78,129
8,9,1977,12,23,2026,49,148
3,7,2018,11,30,2025,7,270
1,31,2005,2,11,2025,20,16
6,18,2013,7,7,2026,13,22
1,13,1922,3,22,2026,104,94
6,19,1941,9,13,2025,84,107
1,10,1977,8,14,2026,49,228
6,1,1944,2,20,2025,80,284
5,30,1907,6,9,2025,118,40
1,18,1990,6,27,2026,36,169
6,17,1968,4,15,2026,57,316
9,4,1904,1,30,2026,121,178
2,21,1921,1,14,2025,103,353
6,11,2017,3,30,2025,7,294
10,27,2000,7,22,2025,24,274
10,21,1907,10,9,2025,118,18
6,7,1946,6,6,2025,79,19
1,19,2012,10,23,2026,14,281
3,4,1951,6,6,2025,74,113
4,18,1990,1,2,2025,34,268
8,31,1950,10,13,2026,76,62
10,21,1909,7,17,2025,115,298
4,10,1907,6,26,2026,119,107
8,12,1925,11,5,2026,101,110
10,23,2020,12,9,2026,6,48
2,18,1947,2,7,2026,79,9
4,22,1952,11,2,2025,73,212
2,26,2016,11,3,2025,9,253
6,10,2022,1,1,2025,2,206
7,8,1953,12,14,2025,72,177
9,20,1947,7,14,2025,77,317
4,21,1929,10,22,2025,96,208
8,9,1986,8,3,2025,39,4
3,5,2015,5,17,2026,11,76
10,2,2022,2,2,2025,2,124
3,22,1979,11,22,2026,47,257
5,31,1914,6,20,2025,111,48
9,9,2023,2,10,2026,2,155
6,18,1983,12,19,2026,43,195
8,25,2001,12,2,2025,24,105
10,6,1953,11,7,2025,72,50
7,30,1961,7,27,2025,64,13
5,4,1979,8,7,2025,46,107
6,29,1939,4,30,2026,86,327
4,29,1943,4,15,2025,82,7
4,11,1934,7,10,2026,92,113
12,1,1979,7,2,2025,45,225
10,15,2007,7,13,2026,18,276
7,21,2011,4,24,2026,14,281
6,2,2025,11,8,2025,0,159
12,8,1991,11,6,2026,34,342
10,18,1996,7,19,2025,28,281
8,19,2022,11,6,2026,4,80
5,27,1935,9,9,2025,90,128
3,11,1915,9,23,2025,110,224
12,13,1934,7,14,2026,91,236
11,20,1971,10,7,2026,54,335
4,9,2005,9,8,2026,21,157
9,10,2013,4,11,2025,11,216
11,27,2019,1,28,2025,5,64
7,6,1977,6,25,2026,49,1
11,27,1960,10,27,2025,64,350
5,22,1912,9,15,2026,114,144
8,15,1938,12,1,2025,87,130
10,7,1987,12,1,2025,38,65
1,10,1977,7,1,2026,49,184
10,5,1973,6,14,2025,51,265
3,25,2006,8,28,2025,19,161
1,19,1948,10,12,2026,78,286
10,17,1933,9,12,2025,91,353
12,30,1962,11,8,2025,62,329
11,8,1952,11,28,2026,74,38
4,7,1958,3,13,2025,66,357
5,21,2005,6,16,2026,21,31
8,18,1912,11,9,2026,114,111
10,12,2007,3,2,2025,17,146
8,15,2009,5,20,2025,15,282
5,27,2005,2,13,2026,20,267
8,6,1959,3,19,2025,65,242
11,1,1950,6,22,2026,75,252
7,8,1972,8,10,2025,53,46
8,28,1973,10,18,2025,52,64
4,19,1916,6,8,2025,109,77
2,13,1958,8,17,2025,67,202
7,22,1985,7,25,2025,40,13
4,3,1976,10,10,2025,49,202
10,7,1969,10,31,2025,56,38
3,9,1963,11,15,2025,62,267
5,16,1940,2,18,2025,84,299
9,19,1909,3,26,2026,116,217
3,10,1973,5,10,2026,53,74
7,22,2001,2,15,2025,23,214
10,10,1936,12,9,2025,89,82
8,23,1956,10,30,2026,70,85
8,26,1947,7,21,2026,78,349
8,9,1924,5,2,2026,101,291
3,18,1908,10,21,2026,118,246
5,7,1907,10,19,2025,118,195
2,3,1963,10,16,2025,62,271
11,26,1952,8,27,2025,72,292
2,12,1909,4,12,2025,116,88
3,7,2020,5,16,2025,5,71
12,17,1940,8,8,2026,85,255
12,23,1925,12,18,2026,101,20
11,29,1911,8,3,2025,113,276
10,6,2009,11,20,2026,17,49
9,18,1998,2,26,2026,27,168
7,3,1928,7,4,2025,97,25
2,11,2001,10,16,2025,24,253
4,11,2017,5,28,2025,8,49
7,22,2007,3,18,2025,17,244
10,20,1967,6,20,2025,57,258
9,27,1985,9,16,2025,39,364
6,15,1971,1,14,2026,54,227
12,26,2001,4,21,2026,24,122
4,29,1976,12,15,2026,50,242
6,28,2018,11,13,2026,8,140
10,26,1961,4,21,2026,64,193
9,20,1992,9,1,2026,33,354
6,6,2007,5,5,2025,17,338
3,25,1950,10,27,2025,75,235
9,29,1985,11,23,2025,40,65
9,22,1966,2,22,2025,58,168
1,15,2018,8,28,2025,7,227
12,27,1983,7,27,2025,41,223
7,10,1945,4,30,2025,79,314
3,23,1993,6,5,2025,32,82
7,28,1942,10,19,2026,84,104
3,31,2022,11,12,2026,4,227
11,25,1912,10,20,2026,113,357
2,24,1900,8,21,2025,125,209
6,12,1956,8,22,2025,69,88
4,20,1971,12,16,2026,55,254
1,10,1962,2,1,2026,64,38
5,21,1914,3,24,2026,111,335
4,16,2006,2,18,2026,19,313
12,28,1926,12,4,2025,99,1
12,4,1995,7,17,2025,29,233
9,25,2014,12,21,2026,12,90
2,13,1954,1,31,2026,72,5
4,30,1948,8,23,2025,77,134
9,20,2015,8,6,2026,10,323
4,21,2021,4,7,2026,4,352
8,23,1952,4,16,2026,73,254
8,6,1974,7,12,2026,51,353
3,29,2023,9,23,2026,3,179
6,3,1911,6,20,2025,114,46
6,3,1924,4,9,2026,101,335
1,13,1957,2,13,2026,69,48
11,14,1913,11,24,2026,113,38
10,28,1909,10,5,2025,116,6
4,5,1911,7,29,2025,114,144
3,26,1948,2,1,2025,76,331
1,21,1956,11,26,2025,69,327
2,5,1953,9,24,2025,72,249
3,25,1955,6,25,2025,70,110
11,3,1968,9,20,2026,57,335
6,1,1948,11,20,2025,77,191
5,8,1925,12,9,2026,101,240
10,13,1915,2,1,2026,110,139
7,14,2001,9,17,2025,24,71
9,30,1921,1,11,2026,104,129
12,13,1948,2,26,2025,76,94
6,20,1959,4,14,2026,66,315
8,24,1952,9,22,2026,74,47
9,7,2014,2,8,2026,11,157
6,14,2005,9,30,2025,20,113
3,24,1957,9,21,2025,68,198
12,19,1948,8,19,2026,77,262
9,10,1980,9,20,2026,46,21
9,18,1951,7,1,2025,73,305
5,4,1991,9,2,2025,34,130
12,7,1969,9,25,2025,55,306
3,4,1915,9,19,2026,111,227
1,30,2016,6,4,2026,10,128
12,3,1927,12,19,2025,98,41
5,23,2004,7,31,2026,22,74
9,4,1960,11,16,2026,66,89
9,17,2005,7,19,2026,20,310
12,31,1978,12,27,2025,47,8
2,23,1947,7,21,2026,79,168
5,21,1981,7,3,2026,45,54
6,11,1925,2,10,2026,100,269
6,22,1988,7,11,2026,38,28
6,28,1987,7,7,2026,39,19
1,1,1920,8,3,2026,106,241
7,1,1901,1,20,2025,123,234
10,7,1910,8,17,2026,115,343
11,28,1924,7,2,2025,100,241
10,7,1970,9,17,2026,55,359
11,5,1960,10,4,2025,64,349
11,29,1938,1,10,2025,86,64
1,19,1969,8,9,2026,57,216
6,17,1994,1,3,2026,31,208
4,30,1952,8,19,2026,74,129
2,28,1902,6,12,2026,124,135
11,28,1968,4,22,2025,56,159
8,13,1950,6,15,2026,75,325
11,20,2024,11,2,2025,0,347
2,20,1932,6,20,2026,94,144
9,30,1969,10,12,2026,57,26
2,22,1964,4,28,2026,62,81
6,18,2025,10,24,2026,1,128
3,14,1978,12,21,2026,48,294
8,31,1928,9,1,2025,97,25
10,19,2016,1,14,2025,8,89
5,28,2017,7,31,2025,8,66
11,24,1952,10,13,2026,73,341
1,1,1966,1,3,2026,60,17
8,15,1960,8,15,2026,66,16
10,8,1915,1,24,2026,110,136
8,7,1922,10,28,2025,103,108
7,18,1931,9,5,2025,94,73
9,8,1944,8,2,2026,81,348
3,21,2020,12,13,2025,5,268
12,29,1909,2,25,2026,116,87
3,17,1901,5,30,2025,124,105
2,16,1949,8,12,2025,76,196
5,22,1918,1,20,2025,106,270
2,25,1995,4,5,2025,30,47
7,4,1936,5,27,2026,89,349
8,4,1980,7,6,2025,44,347
5,31,1910,2,13,2025,114,287
8,6,1975,7,13,2025,49,354
12,22,1983,7,27,2026,42,228
9,3,1910,1,23,2025,114,171
4,18,2025,4,18,2025,0,0
3,16,1942,7,17,2026,84,144
1,23,2025,9,19,2025,0,239
12,25,1951,9,6,2026,74,274
2,27,2002,10,14,2026,24,235
4,25,1995,2,8,2025,29,297
8,18,1968,12,13,2025,57,131
7,12,1918,3,26,2026,107,284
5,8,2000,8,14,2025,25,104
7,27,1926,12,26,2026,100,177
3,31,1956,9,16,2025,69,186
11,23,2022,8,19,2025,2,270
5,22,1907,3,25,2026,118,337
11,14,2024,8,23,2025,0,282
8,9,2016,8,21,2026,10,14
7,3,2014,2,24,2026,11,239
6,26,2009,11,8,2026,17,139
7,20,1988,3,3,2026,37,235
12,3,1998,9,23,2025,26,301
10,16,2000,5,15,2025,24,217
8,12,2006,11,21,2026,20,106
7,24,2000,10,12,2026,26,86
8,5,2000,11,20,2025,25,113
5,6,1982,12,30,2025,43,249
5,12,1986,11,4,2026,40,186
1,30,2023,10,13,2026,3,257
4,4,2001,1,16,2026,24,293
2,18,1967,8,24,2026,59,202
2,14,1932,8,6,2026,94,197
8,10,1913,10,24,2026,113,103
6,17,1954,5,5,2026,71,340
11,26,1971,12,25,2026,55,43
3,14,2009,2,27,2026,16,354
8,29,1952,1,28,2025,72,170
3,28,1984,2,14,2026,41,333
4,28,2017,8,5,2025,8,101
4,6,1903,10,6,2025,122,214
11,19,1904,3,10,2026,121,141
2,10,1925,6,3,2026,101,138
8,20,1972,6,23,2025,52,320
10,30,2012,2,28,2025,12,124
9,28,1910,2,17,2026,115,171
5,7,2025,9,3,2026,1,119
3,11,1923,12,18,2026,103,308
6,13,1906,11,3,2026,120,173
7,7,1909,4,28,2026,116,324
7,30,1987,7,30,2026,39,10
7,29,1929,8,18,2026,97,44
10,30,2008,9,13,2026,17,322
2,18,1992,3,25,2025,33,44
3,18,1930,3,20,2025,95,26
10,6,1947,10,14,2026,79,28
6,26,1997,11,12,2025,28,146
8,19,1969,10,7,2025,56,63
7,17,2016,9,13,2026,10,60
2,16,2025,12,20,2025,0,307
8,20,1978,1,24,2025,46,169
6,16,2015,11,18,2026,11,158
8,13,1967,8,4,2025,58,6
5,15,1980,3,3,2026,45,303
3,30,2021,12,11,2026,5,257
9,27,1995,9,16,2025,29,362
11,7,1998,10,16,2026,27,350
5,24,1902,5,28,2026,124,35
1,12,1988,11,1,2026,38,303
7,8,1903,9,5,2025,122,90
5,24,1935,10,19,2026,91,171
11,24,1962,2,26,2025,62,110
3,25,1936,1,26,2025,88,329
7,25,1944,6,10,2025,80,340
1,27,1910,1,6,2025,115,8
10,27,1996,7,19,2025,28,272
7,15,2010,6,3,2025,14,327
12,29,2019,6,19,2026,6,174
3,29,2007,2,18,2026,18,331
12,24,1992,7,29,2025,32,225
2,5,1903,8,5,2025,122,212
6,3,1982,6,24,2025,43,32
2,20,2020,6,6,2026,6,108
2,23,1919,7,28,2026,107,182
8,12,1977,2,8,2025,47,192
4,29,2000,4,7,2026,25,349
4,18,1943,10,16,2026,83,202
5,23,2009,8,1,2026,17,74
10,4,1950,6,13,2025,74,271
6,10,1976,1,10,2026,49,226
6,24,1941,10,20,2025,84,139
11,9,1933,10,6,2026,92,354
10,23,1936,6,17,2025,88,259
6,21,1933,3,4,2025,91,279
10,6,1977,6,25,2025,47,274
12,14,1907,11,6,2026,118,357
6,28,1999,11,3,2026,27,135
3,24,1954,1,9,2025,70,309
6,19,1942,3,4,2026,83,279
6,25,1946,6,3,2025,78,363
9,28,1968,1,28,2025,56,136
2,18,1979,3,6,2025,46,28
1,16,1940,8,28,2026,86,246
2,15,2004,12,16,2025,21,310
1,24,2007,2,27,2026,19,39
8,14,1939,6,23,2025,85,335
8,3,2010,1,30,2026,15,184
1,12,1905,6,6,2026,121,175
10,12,2015,8,31,2025,9,326
8,10,1960,5,17,2026,65,296
4,4,1944,8,19,2025,81,157
8,20,1996,8,17,2026,30,4
1,1,1951,7,17,2026,75,216
2,22,1991,1,1,2026,34,322
1,25,1916,10,23,2026,110,299
5,15,1965,1,30,2025,59,275
6,13,1944,2,28,2026,81,280
4,29,1941,6,26,2025,84,79
11,18,1994,3,8,2025,30,118
1,1,1999,4,17,2026,27,113
1,27,1939,9,16,2026,87,254
1,9,1993,4,12,2026,33,101
2,11,2021,9,2,2026,5,204
12,17,1969,10,28,2025,55,329
4,3,1901,6,5,2025,124,94
3,23,1949,1,6,2025,75,308
12,8,1918,6,16,2026,107,217
5,24,1912,6,21,2026,114,56
6,18,1907,10,25,2026,119,159
11,13,1916,5,30,2026,109,225
5,1,2009,2,8,2026,16,287
10,10,1992,1,7,2026,33,97
9,29,1946,9,27,2025,79,18
2,1,1910,12,26,2026,116,357
1,17,2008,9,6,2025,17,237
12,21,1967,12,4,2026,58,363
4,9,1934,5,24,2026,92,68
2,20,1933,7,8,2025,92,161
9,19,2011,1,28,2025,13,135
6,18,2012,12,26,2025,13,194
11,10,1919,12,28,2026,107,75
4,30,1966,4,13,2025,58,363
11,22,1968,10,27,2026,57,353
6,4,1987,6,19,2025,38,25
5,13,2003,3,31,2026,22,328
5,17,1938,10,6,2026,88,164
12,1,1935,10,24,2025,89,350
2,22,1905,5,31,2025,120,128
12,7,1959,8,12,2026,66,265
7,23,1993,12,29,2026,33,167
5,15,1942,8,6,2026,84,104
9,13,1925,4,16,2025,99,240
8,19,1900,8,13,2026,126,25
7,25,2024,12,27,2025,1,155
2,3,1932,7,6,2026,94,177
11,29,1942,9,29,2025,82,325
8,3,1986,12,25,2025,39,154
2,15,1930,12,18,2026,96,330
7,16,1929,1,9,2026,96,201
7,9,1998,10,31,2026,28,121
8,16,1905,5,7,2025,119,294
10,6,1928,7,28,2026,97,319
4,11,2024,2,13,2026,1,308
11,19,2015,2,25,2026,10,101
6,10,1907,3,14,2026,118,307
11,28,1948,1,21,2025,76,73
10,14,1956,11,24,2026,70,58
8,10,2012,5,20,2026,13,286
8,25,1955,5,3,2025,69,269
8,12,2025,11,2,2026,1,82
4,6,1987,1,3,2025,37,282
5,23,1994,1,28,2026,31,258
11,27,1982,6,10,2026,43,206
10,26,1942,1,30,2026,83,117
6,2,2018,9,17,2026,8,109
2,16,2010,9,27,2025,15,227
8,19,1962,1,1,2026,63,151
8,14,2017,10,24,2025,8,73
3,29,2012,6,21,2026,14,87
1,3,1980,4,10,2026,46,109
11,6,1909,12,19,2026,117,72
3,15,1992,8,24,2026,34,170
4,1,2019,3,8,2026,6,343
11,6,1903,6,30,2025,121,267
4,26,1934,6,2,2025,91,60
7,1,1982,2,2,2026,43,227
2,24,1997,9,15,2025,28,210
8,1,1975,8,3,2026,51,15
7,14,1959,3,31,2026,66,277
7,18,1979,7,6,2025,46,0
5,28,1952,10,14,2025,73,157
11,27,1984,6,13,2026,41,208
9,29,1961,2,10,2026,64,150
1,13,1999,7,18,2026,27,193
3,25,1905,11,11,2025,120,261
10,12,1911,1,4,2026,114,113
1,28,1996,1,6,2026,29,351
6,11,1956,11,11,2025,69,170
5,3,2010,12,19,2026,16,234
1,17,1917,3,15,2026,109,84
5,14,1909,8,24,2026,117,131
8,5,1941,1,13,2025,83,182
6,9,1937,7,20,2025,88,63
8,2,2015,9,5,2025,10,37
8,7,1976,12,3,2026,50,130
12,23,2012,7,16,2026,13,208
2,11,1998,5,16,2025,27,101
12,14,1978,6,16,2026,47,196
10,26,1901,7,25,2026,124,303
10,3,1940,9,2,2025,84,355
4,12,1976,8,10,2025,49,132
8,29,1982,12,29,2025,43,133
8,24,1925,10,4,2025,100,66
5,18,1943,1,3,2025,81,251
3,22,1980,7,2,2026,46,113
1,2,2025,10,30,2025,0,301
6,3,1946,2,27,2026,79,289
2,16,1989,6,6,2026,37,119
8,26,1983,10,6,2025,42,52
11,12,1940,4,25,2026,85,185
2,3,1901,6,10,2025,124,158
5,1,1986,4,6,2026,39,350
6,30,1960,7,22,2026,66,38
6,8,1973,8,28,2026,53,94
10,21,1955,6,26,2025,69,266
4,10,1986,12,10,2025,39,254
10,11,1902,11,15,2026,124,66
6,28,1966,7,7,2026,60,24
5,8,1988,9,4,2026,38,128
6,8,1911,7,17,2026,115,68
12,27,1993,12,6,2025,31,352
5,15,1915,3,7,2026,110,324
5,5,1986,12,29,2025,39,248
6,16,1921,10,18,2025,104,150
6,25,1966,12,9,2025,59,182
7,6,1980,12,31,2026,46,189
11,5,1919,3,10,2026,106,152
3,25,1998,11,9,2025,27,236
10,11,1908,1,5,2026,117,115
6,2,1936,5,16,2025,89,5
4,14,1909,9,22,2026,117,190
8,2,1904,9,13,2026,122,72
7,12,1924,10,6,2025,101,111
4,23,1993,4,22,2026,33,7
3,23,1988,1,8,2026,37,300
12,23,2007,6,17,2026,18,181
8,24,1963,8,28,2025,62,20
11,27,1916,10,15,2026,109,349
4,17,1939,5,17,2025,86,52
2,1,1968,6,18,2025,57,152
10,8,1977,9,20,2026,48,359
8,2,1907,4,4,2025,117,275
9,8,1964,9,18,2025,61,25
7,8,2019,12,23,2025,6,170
4,1,1961,8,20,2025,64,157
12,2,1951,5,29,2025,73,197
3,5,1918,5,13,2026,108,96
4,21,1994,11,26,2025,31,227
10,6,2015,9,28,2025,9,360
9,9,1954,7,13,2026,71,325
12,26,2003,1,27,2026,22,38
7,2,1982,3,19,2025,42,271
12,15,1973,3,18,2026,52,106
1,14,2025,1,21,2025,0,7
3,1,2001,2,27,2026,25,4
3,8,2024,3,7,2026,1,364
3,31,1958,10,12,2025,67,212
6,17,1970,12,11,2026,56,191
4,21,1994,9,16,2025,31,156
9,7,1984,12,29,2025,41,123
6,3,2023,12,21,2026,3,202
7,13,1950,6,4,2025,74,345
4,27,1961,3,26,2025,63,349
4,5,1989,4,6,2025,36,10
10,25,1961,1,1,2025,63,84
3,22,1993,7,13,2026,33,121
3,7,1958,11,18,2026,68,273
10,3,2001,5,11,2025,23,226
5,19,1974,10,4,2025,51,151
1,6,1976,9,28,2026,50,278
12,10,2021,5,7,2026,4,149
5,2,1950,3,5,2025,74,326
8,11,2010,2,1,2026,15,178
4,4,1926,3,13,2025,99,3
8,7,1912,7,13,2026,114,3
11,8,2004,7,30,2025,20,269
5,25,1956,9,29,2025,69,144
3,26,1922,6,18,2025,103,110
7,24,1994,10,26,2025,31,102
12,21,1978,2,1,2026,47,54
9,29,1959,11,11,2025,66,60
10,31,1920,3,21,2025,104,167
12,15,1946,1,9,2026,79,45
4,22,1935,11,28,2025,90,243
10,28,1989,9,5,2026,36,321
8,19,2009,8,14,2025,15,364
8,14,2007,12,21,2025,18,134
8,27,1901,4,10,2026,124,257
7,29,1911,5,8,2026,114,312
1,13,1988,9,5,2025,37,245
5,12,1955,1,29,2026,70,280
9,20,1948,12,14,2025,77,104
8,31,1917,2,3,2025,107,183
12,31,1901,1,21,2025,123,52
9,25,1965,5,14,2026,60,246
9,26,1953,5,12,2025,71,246
3,25,1957,3,26,2026,69,18
4,25,2016,6,4,2026,10,42
9,23,2011,7,24,2026,14,308
11,23,1990,10,15,2026,35,335
8,2,1936,8,17,2026,90,37
3,17,1992,8,23,2026,34,167
2,2,1914,9,28,2026,112,266
5,17,2010,1,31,2026,15,263
6,13,2022,5,24,2025,2,346
7,24,1906,7,2,2025,119,8
3,6,1928,2,17,2025,97,7
11,6,1927,8,15,2025,97,307
2,4,1917,11,4,2025,108,300
11,5,1958,12,9,2026,68,51
3,30,1972,3,12,2025,52,360
11,1,2017,9,22,2025,7,327
6,9,2003,11,1,2025,22,151
8,1,1956,11,22,2025,69,130
12,3,1931,6,14,2026,94,217
3,6,1997,10,3,2026,29,218
5,27,1987,2,23,2026,38,282
7,10,1954,7,13,2026,72,21
9,17,1955,8,23,2025,69,358
4,25,1988,1,29,2026,37,288
8,28,1950,2,12,2026,75,187
4,1,1975,2,16,2026,50,334
7,12,2012,2,11,2026,13,217
9,1,2004,3,28,2026,21,213
11,10,2015,9,16,2026,10,313
1,16,1940,10,31,2026,86,310
7,21,1962,3,26,2025,62,264
3,26,1945,7,1,2025,80,117
2,25,1974,3,29,2026,52,45
6,17,1965,4,6,2025,59,308
8,12,1952,11,14,2026,74,112
2,23,2012,5,2,2025,13,72
3,19,1998,6,9,2025,27,89
5,4,1992,11,23,2026,34,211
12,6,1941,12,15,2026,85,30
8,16,1922,8,16,2025,103,26
8,8,1979,8,19,2026,47,23
1,7,1983,4,20,2026,43,114
8,5,1945,8,14,2025,80,29
5,3,1999,6,15,2025,26,50
8,14,1997,3,11,2025,27,216
2,14,1969,11,22,2026,57,295
1,17,1931,9,30,2026,95,280
2,19,2023,2,11,2025,1,358
10,22,1942,11,3,2026,84,33
12,15,2015,1,10,2026,10,29
2,5,1998,6,18,2026,28,140
2,21,1996,2,15,2026,30,2
7,8,1912,8,7,2025,113,58
5,4,1946,8,18,2026,80,126
5,4,1996,11,3,2025,29,190
8,1,1988,10,28,2026,38,97
7,6,1902,10,17,2026,124,134
4,12,1922,1,2,2026,103,291
7,12,2017,7,5,2025,7,360
5,29,2003,1,14,2025,21,236
10,26,2018,8,9,2025,6,289
5,30,2000,6,30,2026,26,37
12,23,1929,6,24,2026,96,207
6,14,1979,5,26,2025,45,358
6,5,2021,6,4,2025,4,0
2,1,1910,9,5,2026,116,245
9,22,1935,5,8,2025,89,251
2,17,2001,3,7,2025,24,24
12,13,1916,2,26,2025,108,102
1,10,2020,12,31,2026,6,357
5,11,1911,3,3,2025,113,325
11,15,1929,6,22,2026,96,243
7,9,2015,3,21,2025,9,258
2,26,1950,9,15,2026,76,220
8,3,1984,11,19,2026,42,118
2,4,2019,9,19,2025,6,229
5,4,2014,12,8,2026,12,221
7,28,1962,4,2,2025,62,264
3,14,1979,6,8,2026,47,98
7,13,1957,7,13,2025,68,17
12,22,1982,6,3,2025,42,174
1,12,1968,8,27,2025,57,242
2,27,1957,7,8,2025,68,148
11,22,1916,9,15,2026,109,324
10,28,1914,1,3,2025,110,95
6,20,1971,7,5,2025,54,29
4,15,1983,12,18,2026,43,258
6,19,1964,5,10,2025,60,340
8,15,1907,8,10,2026,119,25
5,20,1996,2,11,2025,28,274
11,10,1970,7,1,2025,54,247
9,19,1906,9,12,2025,119,23
5,5,1937,7,28,2025,88,106
11,30,1945,5,18,2025,79,189
12,16,1932,1,2,2026,93,40
12,12,1999,1,21,2025,25,47
4,27,1963,12,16,2025,62,249
1,10,1907,7,26,2026,119,227
4,15,1905,3,12,2025,119,361
8,23,1929,11,12,2025,96,105
9,5,1984,9,5,2026,42,10
1,1,1904,12,22,2025,122,21
12,3,2015,2,4,2026,10,66
8,8,1990,5,19,2026,35,293
3,6,2017,3,11,2025,8,7
4,4,1921,4,9,2026,105,31
3,29,2024,9,5,2025,1,160
7,14,2013,1,20,2026,12,193
3,4,1983,5,12,2025,42,80
6,20,1994,10,23,2025,31,133
6,19,1956,7,3,2025,69,31
3,8,1918,1,9,2025,106,334
5,26,1975,3,22,2025,49,313
7,20,1957,9,29,2025,68,88
7,29,1976,4,7,2026,49,264
10,10,1971,4,2,2025,53,188
12,26,2007,8,12,2026,18,234
4,24,2000,6,16,2025,25,59
7,17,1911,5,10,2025,113,326
5,31,1967,1,14,2026,58,243
2,14,1915,1,11,2025,109,359
9,6,2014,4,25,2026,11,234
7,18,1981,12,28,2025,44,174
5,25,2011,7,7,2026,15,47
8,6,1925,4,27,2026,100,289
12,6,1913,5,26,2025,111,199
10,21,1962,3,7,2026,63,153
3,9,1990,4,3,2026,36,34
5,19,2015,6,20,2025,10,35
10,8,2019,5,26,2025,5,232
11,27,2021,11,22,2026,4,361
4,18,1904,1,21,2025,120,308
4,13,1966,1,1,2025,58,278
6,19,1942,2,4,2025,82,251
9,20,1922,7,16,2026,103,325
3,3,1947,8,15,2025,78,185
8,8,2019,7,31,2025,5,359
1,10,1927,1,23,2025,98,38
2,8,1944,3,16,2026,82,57
9,24,2008,2,2,2025,16,135
11,27,1976,1,23,2026,49,69
7,3,1985,6,11,2025,39,353
9,2,1979,10,10,2025,46,50
11,7,2017,9,20,2025,7,319
8,29,1914,4,10,2025,110,252
9,30,1991,10,1,2026,35,10
3,29,1970,7,8,2026,56,115
4,22,1951,8,21,2026,75,140
3,12,1944,12,19,2025,81,302
2,26,1959,6,29,2025,66,140
12,22,2009,12,6,2026,16,353
1,16,1931,6,26,2026,95,185
4,16,1955,12,19,2025,70,265
1,29,1953,8,31,2025,72,232
7,12,1938,9,15,2025,87,87
2,21,2015,12,2,2025,10,287
5,21,1962,2,13,2025,62,284
1,25,1922,6,9,2026,104,161
4,17,1941,12,13,2026,85,261
12,11,1998,4,26,2025,26,143
3,13,1995,1,3,2026,30,304
6,26,1970,9,2,2025,55,82
5,1,1999,7,28,2026,27,95
12,1,1924,1,2,2025,100,57
1,13,1928,8,9,2026,98,233
9,3,1990,1,10,2025,34,138
9,26,1914,4,2,2025,110,216
7,12,1922,5,10,2025,102,328
12,2,1947,3,2,2026,78,110
7,5,1926,10,27,2026,100,139
4,23,1977,1,28,2025,47,292
2,15,1969,5,5,2025,56,93
8,30,1954,1,18,2025,70,159
7,2,2008,8,27,2026,18,60
2,19,2013,5,27,2026,13,100
1,28,1920,8,27,2026,106,238
8,20,2009,8,2,2025,15,351
3,13,1997,1,12,2025,27,312
6,15,1917,4,14,2026,108,330
2,17,1965,8,3,2025,60,182
2,24,1938,8,31,2025,87,210
5,24,1945,7,10,2025,80,67
10,10,2006,5,22,2025,18,229
4,10,2007,9,10,2026,19,158
4,8,1958,8,2,2025,67,133
4,7,1940,3,21,2026,86,4
10,5,1913,11,29,2026,113,83
6,11,1922,9,18,2025,103,125
12,7,1903,12,26,2025,122,50
12,25,1923,1,22,2025,101,54
7,29,1963,1,31,2025,61,202
4,19,2012,5,10,2026,14,24
1,21,1932,12,9,2025,93,346
5,20,1961,8,9,2026,65,97
6,26,2024,5,31,2025,0,339
5,1,1990,4,15,2026,35,358
10,19,1904,7,10,2025,120,294
10,13,1938,10,30,2026,88,39
9,13,1974,7,14,2026,51,317
6,22,1914,8,7,2026,112,74
5,19,1972,10,22,2025,53,169
5,3,1903,7,5,2025,122,94
10,30,1957,9,20,2025,67,342
10,28,1927,10,9,2025,98,6
10,15,2019,11,12,2026,7,30
11,22,2001,7,1,2025,23,227
12,5,1909,4,25,2025,115,170
6,25,1967,2,16,2025,57,251
2,21,1988,3,30,2025,37,47
2,3,1989,12,10,2026,37,319
9,11,1999,5,12,2026,26,250
1,20,1914,7,22,2025,111,211
7,22,1957,1,3,2025,67,182
1,18,1953,9,18,2025,72,261
3,20,1935,10,13,2026,91,230
2,11,2007,8,7,2026,19,182
3,15,1988,11,13,2025,37,252
2,27,1927,11,23,2026,99,294
